gender|age_group|education|teaor_name|county|count|teaor_code
Férfi|35–39 éves|Érettségi|Vízellátás; szennyvíz gyűjtése, kezelése, hulladékgazdálkodás, szennyeződésmentesítés|Veszprém vármegye|35|E
Férfi|35–39 éves|Érettségi|Építőipar|Veszprém vármegye|370|F
Férfi|35–39 éves|Érettségi|Kereskedelem, gépjárműjavítás|Veszprém vármegye|451|G
Férfi|35–39 éves|Érettségi|Szállítás, raktározás|Veszprém vármegye|306|H
Férfi|35–39 éves|Érettségi|Szálláshely-szolgáltatás, vendéglátás|Veszprém vármegye|235|I
Férfi|35–39 éves|Érettségi|Információ, kommunikáció|Veszprém vármegye|136|J
Férfi|35–39 éves|Érettségi|Pénzügyi, biztosítási tevékenység|Veszprém vármegye|35|K
Férfi|35–39 éves|Érettségi|Ingatlanügyletek|Veszprém vármegye|31|L
Férfi|35–39 éves|Érettségi|Szakmai, tudományos, műszaki tevékenység|Veszprém vármegye|83|M
Férfi|35–39 éves|Érettségi|Adminisztratív és szolgáltatást támogató tevékenység|Veszprém vármegye|152|N
Férfi|35–39 éves|Érettségi|Közigazgatás, védelem; kötelező társadalombiztosítás|Veszprém vármegye|278|O
Férfi|35–39 éves|Érettségi|Oktatás|Veszprém vármegye|23|P
Férfi|35–39 éves|Érettségi|Humán-egészségügyi, szociális ellátás|Veszprém vármegye|60|Q
Férfi|35–39 éves|Érettségi|Művészet, szórakoztatás, szabad idő|Veszprém vármegye|60|R
Férfi|35–39 éves|Érettségi|Egyéb szolgáltatás|Veszprém vármegye|41|S
Férfi|35–39 éves|Egyetem, főiskola stb. oklevéllel|Mezőgazdaság, erdőgazdálkodás, halászat|Veszprém vármegye|85|A
Férfi|35–39 éves|Egyetem, főiskola stb. oklevéllel|Bányászat, kőfejtés|Veszprém vármegye|4|B
Férfi|35–39 éves|Egyetem, főiskola stb. oklevéllel|Feldolgozóipar|Veszprém vármegye|669|C
Férfi|35–39 éves|Egyetem, főiskola stb. oklevéllel|Villamosenergia-, gáz-, gőzellátás, légkondicionálás|Veszprém vármegye|21|D
Férfi|35–39 éves|Egyetem, főiskola stb. oklevéllel|Vízellátás; szennyvíz gyűjtése, kezelése, hulladékgazdálkodás, szennyeződésmentesítés|Veszprém vármegye|16|E
Férfi|35–39 éves|Egyetem, főiskola stb. oklevéllel|Építőipar|Veszprém vármegye|81|F
Férfi|35–39 éves|Egyetem, főiskola stb. oklevéllel|Kereskedelem, gépjárműjavítás|Veszprém vármegye|155|G
Férfi|35–39 éves|Egyetem, főiskola stb. oklevéllel|Szállítás, raktározás|Veszprém vármegye|68|H
Férfi|35–39 éves|Egyetem, főiskola stb. oklevéllel|Szálláshely-szolgáltatás, vendéglátás|Veszprém vármegye|66|I
Férfi|35–39 éves|Egyetem, főiskola stb. oklevéllel|Információ, kommunikáció|Veszprém vármegye|190|J
Férfi|35–39 éves|Egyetem, főiskola stb. oklevéllel|Pénzügyi, biztosítási tevékenység|Veszprém vármegye|48|K
Férfi|35–39 éves|Egyetem, főiskola stb. oklevéllel|Ingatlanügyletek|Veszprém vármegye|25|L
Férfi|35–39 éves|Egyetem, főiskola stb. oklevéllel|Szakmai, tudományos, műszaki tevékenység|Veszprém vármegye|196|M
Férfi|35–39 éves|Egyetem, főiskola stb. oklevéllel|Adminisztratív és szolgáltatást támogató tevékenység|Veszprém vármegye|48|N
Férfi|35–39 éves|Egyetem, főiskola stb. oklevéllel|Közigazgatás, védelem; kötelező társadalombiztosítás|Veszprém vármegye|262|O
Férfi|35–39 éves|Egyetem, főiskola stb. oklevéllel|Oktatás|Veszprém vármegye|151|P
Férfi|35–39 éves|Egyetem, főiskola stb. oklevéllel|Humán-egészségügyi, szociális ellátás|Veszprém vármegye|70|Q
Férfi|35–39 éves|Egyetem, főiskola stb. oklevéllel|Művészet, szórakoztatás, szabad idő|Veszprém vármegye|38|R
Férfi|35–39 éves|Egyetem, főiskola stb. oklevéllel|Egyéb szolgáltatás|Veszprém vármegye|31|S
Férfi|40–44 éves|Általános iskola 8. évfolyamnál alacsonyabb|Mezőgazdaság, erdőgazdálkodás, halászat|Veszprém vármegye|7|A
Férfi|40–44 éves|Általános iskola 8. évfolyamnál alacsonyabb|Feldolgozóipar|Veszprém vármegye|15|C
Férfi|40–44 éves|Általános iskola 8. évfolyamnál alacsonyabb|Építőipar|Veszprém vármegye|11|F
Férfi|40–44 éves|Általános iskola 8. évfolyamnál alacsonyabb|Kereskedelem, gépjárműjavítás|Veszprém vármegye|4|G
Férfi|40–44 éves|Általános iskola 8. évfolyamnál alacsonyabb|Szállítás, raktározás|Veszprém vármegye|3|H
Férfi|40–44 éves|Általános iskola 8. évfolyamnál alacsonyabb|Szálláshely-szolgáltatás, vendéglátás|Veszprém vármegye|3|I
Férfi|40–44 éves|Általános iskola 8. évfolyamnál alacsonyabb|Szakmai, tudományos, műszaki tevékenység|Veszprém vármegye|1|M
Férfi|40–44 éves|Általános iskola 8. évfolyamnál alacsonyabb|Adminisztratív és szolgáltatást támogató tevékenység|Veszprém vármegye|4|N
Férfi|40–44 éves|Általános iskola 8. évfolyamnál alacsonyabb|Közigazgatás, védelem; kötelező társadalombiztosítás|Veszprém vármegye|2|O
Férfi|40–44 éves|Általános iskola 8. évfolyamnál alacsonyabb|Oktatás|Veszprém vármegye|2|P
Férfi|40–44 éves|Általános iskola 8. évfolyamnál alacsonyabb|Humán-egészségügyi, szociális ellátás|Veszprém vármegye|6|Q
Férfi|40–44 éves|Általános iskola 8. évfolyamnál alacsonyabb|Egyéb szolgáltatás|Veszprém vármegye|1|S
Férfi|40–44 éves|Általános iskola 8. évfolyam|Mezőgazdaság, erdőgazdálkodás, halászat|Veszprém vármegye|100|A
Férfi|40–44 éves|Általános iskola 8. évfolyam|Bányászat, kőfejtés|Veszprém vármegye|5|B
Férfi|40–44 éves|Általános iskola 8. évfolyam|Feldolgozóipar|Veszprém vármegye|317|C
Férfi|40–44 éves|Általános iskola 8. évfolyam|Villamosenergia-, gáz-, gőzellátás, légkondicionálás|Veszprém vármegye|4|D
Férfi|40–44 éves|Általános iskola 8. évfolyam|Vízellátás; szennyvíz gyűjtése, kezelése, hulladékgazdálkodás, szennyeződésmentesítés|Veszprém vármegye|15|E
Férfi|40–44 éves|Általános iskola 8. évfolyam|Építőipar|Veszprém vármegye|141|F
Férfi|40–44 éves|Általános iskola 8. évfolyam|Kereskedelem, gépjárműjavítás|Veszprém vármegye|84|G
Férfi|40–44 éves|Általános iskola 8. évfolyam|Szállítás, raktározás|Veszprém vármegye|115|H
Férfi|40–44 éves|Általános iskola 8. évfolyam|Szálláshely-szolgáltatás, vendéglátás|Veszprém vármegye|20|I
Férfi|40–44 éves|Általános iskola 8. évfolyam|Információ, kommunikáció|Veszprém vármegye|3|J
Férfi|40–44 éves|Általános iskola 8. évfolyam|Pénzügyi, biztosítási tevékenység|Veszprém vármegye|1|K
Férfi|40–44 éves|Általános iskola 8. évfolyam|Ingatlanügyletek|Veszprém vármegye|8|L
Férfi|40–44 éves|Általános iskola 8. évfolyam|Szakmai, tudományos, műszaki tevékenység|Veszprém vármegye|11|M
Férfi|40–44 éves|Általános iskola 8. évfolyam|Adminisztratív és szolgáltatást támogató tevékenység|Veszprém vármegye|61|N
Férfi|40–44 éves|Általános iskola 8. évfolyam|Közigazgatás, védelem; kötelező társadalombiztosítás|Veszprém vármegye|81|O
Férfi|40–44 éves|Általános iskola 8. évfolyam|Oktatás|Veszprém vármegye|14|P
Férfi|40–44 éves|Általános iskola 8. évfolyam|Humán-egészségügyi, szociális ellátás|Veszprém vármegye|27|Q
Férfi|40–44 éves|Általános iskola 8. évfolyam|Művészet, szórakoztatás, szabad idő|Veszprém vármegye|8|R
Férfi|40–44 éves|Általános iskola 8. évfolyam|Egyéb szolgáltatás|Veszprém vármegye|13|S
Férfi|40–44 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Mezőgazdaság, erdőgazdálkodás, halászat|Veszprém vármegye|197|A
Férfi|40–44 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Bányászat, kőfejtés|Veszprém vármegye|11|B
Férfi|40–44 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Feldolgozóipar|Veszprém vármegye|1318|C
Férfi|40–44 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Villamosenergia-, gáz-, gőzellátás, légkondicionálás|Veszprém vármegye|27|D
Férfi|40–44 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Vízellátás; szennyvíz gyűjtése, kezelése, hulladékgazdálkodás, szennyeződésmentesítés|Veszprém vármegye|46|E
Férfi|40–44 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Építőipar|Veszprém vármegye|1002|F
Férfi|40–44 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Kereskedelem, gépjárműjavítás|Veszprém vármegye|438|G
Férfi|40–44 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Szállítás, raktározás|Veszprém vármegye|410|H
Férfi|40–44 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Szálláshely-szolgáltatás, vendéglátás|Veszprém vármegye|195|I
Férfi|40–44 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Információ, kommunikáció|Veszprém vármegye|20|J
Férfi|40–44 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Pénzügyi, biztosítási tevékenység|Veszprém vármegye|4|K
Férfi|40–44 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Ingatlanügyletek|Veszprém vármegye|19|L
Férfi|40–44 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Szakmai, tudományos, műszaki tevékenység|Veszprém vármegye|37|M
Férfi|40–44 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Adminisztratív és szolgáltatást támogató tevékenység|Veszprém vármegye|161|N
Férfi|40–44 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Közigazgatás, védelem; kötelező társadalombiztosítás|Veszprém vármegye|166|O
Férfi|40–44 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Oktatás|Veszprém vármegye|14|P
Férfi|40–44 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Humán-egészségügyi, szociális ellátás|Veszprém vármegye|58|Q
Férfi|40–44 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Művészet, szórakoztatás, szabad idő|Veszprém vármegye|25|R
Férfi|40–44 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Egyéb szolgáltatás|Veszprém vármegye|35|S
Férfi|40–44 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Háztartás munkaadói tevékenysége; termék előállítása, szolgáltatás végzése saját fogyasztásra|Veszprém vármegye|1|T
Férfi|40–44 éves|Érettségi|Mezőgazdaság, erdőgazdálkodás, halászat|Veszprém vármegye|113|A
Férfi|40–44 éves|Érettségi|Bányászat, kőfejtés|Veszprém vármegye|11|B
Férfi|40–44 éves|Érettségi|Feldolgozóipar|Veszprém vármegye|1046|C
Férfi|40–44 éves|Érettségi|Villamosenergia-, gáz-, gőzellátás, légkondicionálás|Veszprém vármegye|31|D
Férfi|40–44 éves|Érettségi|Vízellátás; szennyvíz gyűjtése, kezelése, hulladékgazdálkodás, szennyeződésmentesítés|Veszprém vármegye|39|E
Férfi|40–44 éves|Érettségi|Építőipar|Veszprém vármegye|351|F
Férfi|40–44 éves|Érettségi|Kereskedelem, gépjárműjavítás|Veszprém vármegye|518|G
Férfi|40–44 éves|Érettségi|Szállítás, raktározás|Veszprém vármegye|299|H
Férfi|40–44 éves|Érettségi|Szálláshely-szolgáltatás, vendéglátás|Veszprém vármegye|169|I
Férfi|40–44 éves|Érettségi|Információ, kommunikáció|Veszprém vármegye|82|J
Férfi|40–44 éves|Érettségi|Pénzügyi, biztosítási tevékenység|Veszprém vármegye|34|K
Férfi|40–44 éves|Érettségi|Ingatlanügyletek|Veszprém vármegye|36|L
Férfi|40–44 éves|Érettségi|Szakmai, tudományos, műszaki tevékenység|Veszprém vármegye|81|M
Férfi|40–44 éves|Érettségi|Adminisztratív és szolgáltatást támogató tevékenység|Veszprém vármegye|158|N
Férfi|40–44 éves|Érettségi|Közigazgatás, védelem; kötelező társadalombiztosítás|Veszprém vármegye|456|O
Férfi|40–44 éves|Érettségi|Oktatás|Veszprém vármegye|39|P
Férfi|40–44 éves|Érettségi|Humán-egészségügyi, szociális ellátás|Veszprém vármegye|74|Q
Férfi|40–44 éves|Érettségi|Művészet, szórakoztatás, szabad idő|Veszprém vármegye|43|R
Férfi|40–44 éves|Érettségi|Egyéb szolgáltatás|Veszprém vármegye|33|S
Férfi|40–44 éves|Érettségi|Háztartás munkaadói tevékenysége; termék előállítása, szolgáltatás végzése saját fogyasztásra|Veszprém vármegye|3|T
Férfi|40–44 éves|Egyetem, főiskola stb. oklevéllel|Mezőgazdaság, erdőgazdálkodás, halászat|Veszprém vármegye|100|A
Férfi|40–44 éves|Egyetem, főiskola stb. oklevéllel|Bányászat, kőfejtés|Veszprém vármegye|3|B
Férfi|40–44 éves|Egyetem, főiskola stb. oklevéllel|Feldolgozóipar|Veszprém vármegye|698|C
Férfi|40–44 éves|Egyetem, főiskola stb. oklevéllel|Villamosenergia-, gáz-, gőzellátás, légkondicionálás|Veszprém vármegye|17|D
Férfi|40–44 éves|Egyetem, főiskola stb. oklevéllel|Vízellátás; szennyvíz gyűjtése, kezelése, hulladékgazdálkodás, szennyeződésmentesítés|Veszprém vármegye|29|E
Férfi|40–44 éves|Egyetem, főiskola stb. oklevéllel|Építőipar|Veszprém vármegye|108|F
Férfi|40–44 éves|Egyetem, főiskola stb. oklevéllel|Kereskedelem, gépjárműjavítás|Veszprém vármegye|215|G
Férfi|40–44 éves|Egyetem, főiskola stb. oklevéllel|Szállítás, raktározás|Veszprém vármegye|65|H
Férfi|40–44 éves|Egyetem, főiskola stb. oklevéllel|Szálláshely-szolgáltatás, vendéglátás|Veszprém vármegye|49|I
Férfi|40–44 éves|Egyetem, főiskola stb. oklevéllel|Információ, kommunikáció|Veszprém vármegye|162|J
Férfi|40–44 éves|Egyetem, főiskola stb. oklevéllel|Pénzügyi, biztosítási tevékenység|Veszprém vármegye|50|K
Férfi|40–44 éves|Egyetem, főiskola stb. oklevéllel|Ingatlanügyletek|Veszprém vármegye|19|L
Férfi|40–44 éves|Egyetem, főiskola stb. oklevéllel|Szakmai, tudományos, műszaki tevékenység|Veszprém vármegye|203|M
Férfi|40–44 éves|Egyetem, főiskola stb. oklevéllel|Adminisztratív és szolgáltatást támogató tevékenység|Veszprém vármegye|70|N
Férfi|40–44 éves|Egyetem, főiskola stb. oklevéllel|Közigazgatás, védelem; kötelező társadalombiztosítás|Veszprém vármegye|398|O
Férfi|40–44 éves|Egyetem, főiskola stb. oklevéllel|Oktatás|Veszprém vármegye|181|P
Férfi|40–44 éves|Egyetem, főiskola stb. oklevéllel|Humán-egészségügyi, szociális ellátás|Veszprém vármegye|97|Q
Férfi|40–44 éves|Egyetem, főiskola stb. oklevéllel|Művészet, szórakoztatás, szabad idő|Veszprém vármegye|71|R
Férfi|40–44 éves|Egyetem, főiskola stb. oklevéllel|Egyéb szolgáltatás|Veszprém vármegye|44|S
Férfi|40–44 éves|Egyetem, főiskola stb. oklevéllel|Háztartás munkaadói tevékenysége; termék előállítása, szolgáltatás végzése saját fogyasztásra|Veszprém vármegye|2|T
Férfi|45–49 éves|Általános iskola 8. évfolyamnál alacsonyabb|Mezőgazdaság, erdőgazdálkodás, halászat|Veszprém vármegye|17|A
Férfi|45–49 éves|Általános iskola 8. évfolyamnál alacsonyabb|Feldolgozóipar|Veszprém vármegye|16|C
Férfi|45–49 éves|Általános iskola 8. évfolyamnál alacsonyabb|Vízellátás; szennyvíz gyűjtése, kezelése, hulladékgazdálkodás, szennyeződésmentesítés|Veszprém vármegye|1|E
Férfi|45–49 éves|Általános iskola 8. évfolyamnál alacsonyabb|Építőipar|Veszprém vármegye|15|F
Férfi|45–49 éves|Általános iskola 8. évfolyamnál alacsonyabb|Kereskedelem, gépjárműjavítás|Veszprém vármegye|4|G
Férfi|45–49 éves|Általános iskola 8. évfolyamnál alacsonyabb|Szállítás, raktározás|Veszprém vármegye|6|H
Férfi|45–49 éves|Általános iskola 8. évfolyamnál alacsonyabb|Szálláshely-szolgáltatás, vendéglátás|Veszprém vármegye|3|I
Férfi|45–49 éves|Általános iskola 8. évfolyamnál alacsonyabb|Információ, kommunikáció|Veszprém vármegye|1|J
Férfi|45–49 éves|Általános iskola 8. évfolyamnál alacsonyabb|Szakmai, tudományos, műszaki tevékenység|Veszprém vármegye|1|M
Férfi|45–49 éves|Általános iskola 8. évfolyamnál alacsonyabb|Adminisztratív és szolgáltatást támogató tevékenység|Veszprém vármegye|4|N
Férfi|45–49 éves|Általános iskola 8. évfolyamnál alacsonyabb|Közigazgatás, védelem; kötelező társadalombiztosítás|Veszprém vármegye|9|O
Férfi|45–49 éves|Általános iskola 8. évfolyamnál alacsonyabb|Humán-egészségügyi, szociális ellátás|Veszprém vármegye|3|Q
Férfi|45–49 éves|Általános iskola 8. évfolyamnál alacsonyabb|Egyéb szolgáltatás|Veszprém vármegye|5|S
Férfi|45–49 éves|Általános iskola 8. évfolyam|Mezőgazdaság, erdőgazdálkodás, halászat|Veszprém vármegye|107|A
Férfi|45–49 éves|Általános iskola 8. évfolyam|Bányászat, kőfejtés|Veszprém vármegye|6|B
Férfi|45–49 éves|Általános iskola 8. évfolyam|Feldolgozóipar|Veszprém vármegye|415|C
Férfi|45–49 éves|Általános iskola 8. évfolyam|Villamosenergia-, gáz-, gőzellátás, légkondicionálás|Veszprém vármegye|8|D
Férfi|45–49 éves|Általános iskola 8. évfolyam|Vízellátás; szennyvíz gyűjtése, kezelése, hulladékgazdálkodás, szennyeződésmentesítés|Veszprém vármegye|28|E
Férfi|45–49 éves|Általános iskola 8. évfolyam|Építőipar|Veszprém vármegye|216|F
Férfi|45–49 éves|Általános iskola 8. évfolyam|Kereskedelem, gépjárműjavítás|Veszprém vármegye|90|G
Férfi|45–49 éves|Általános iskola 8. évfolyam|Szállítás, raktározás|Veszprém vármegye|143|H
Férfi|45–49 éves|Általános iskola 8. évfolyam|Szálláshely-szolgáltatás, vendéglátás|Veszprém vármegye|30|I
Férfi|45–49 éves|Általános iskola 8. évfolyam|Információ, kommunikáció|Veszprém vármegye|3|J
Férfi|45–49 éves|Általános iskola 8. évfolyam|Pénzügyi, biztosítási tevékenység|Veszprém vármegye|5|K
Férfi|45–49 éves|Általános iskola 8. évfolyam|Ingatlanügyletek|Veszprém vármegye|6|L
Férfi|45–49 éves|Általános iskola 8. évfolyam|Szakmai, tudományos, műszaki tevékenység|Veszprém vármegye|14|M
Férfi|45–49 éves|Általános iskola 8. évfolyam|Adminisztratív és szolgáltatást támogató tevékenység|Veszprém vármegye|73|N
Férfi|45–49 éves|Általános iskola 8. évfolyam|Közigazgatás, védelem; kötelező társadalombiztosítás|Veszprém vármegye|93|O
Férfi|45–49 éves|Általános iskola 8. évfolyam|Oktatás|Veszprém vármegye|22|P
Férfi|45–49 éves|Általános iskola 8. évfolyam|Humán-egészségügyi, szociális ellátás|Veszprém vármegye|30|Q
Férfi|45–49 éves|Általános iskola 8. évfolyam|Művészet, szórakoztatás, szabad idő|Veszprém vármegye|12|R
Férfi|45–49 éves|Általános iskola 8. évfolyam|Egyéb szolgáltatás|Veszprém vármegye|11|S
Férfi|45–49 éves|Általános iskola 8. évfolyam|Háztartás munkaadói tevékenysége; termék előállítása, szolgáltatás végzése saját fogyasztásra|Veszprém vármegye|2|T
Férfi|45–49 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Mezőgazdaság, erdőgazdálkodás, halászat|Veszprém vármegye|268|A
Férfi|45–49 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Bányászat, kőfejtés|Veszprém vármegye|13|B
Férfi|45–49 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Feldolgozóipar|Veszprém vármegye|1890|C
Férfi|45–49 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Villamosenergia-, gáz-, gőzellátás, légkondicionálás|Veszprém vármegye|48|D
Férfi|45–49 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Vízellátás; szennyvíz gyűjtése, kezelése, hulladékgazdálkodás, szennyeződésmentesítés|Veszprém vármegye|90|E
Férfi|45–49 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Építőipar|Veszprém vármegye|1258|F
Férfi|45–49 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Kereskedelem, gépjárműjavítás|Veszprém vármegye|608|G
Férfi|45–49 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Szállítás, raktározás|Veszprém vármegye|736|H
Férfi|45–49 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Szálláshely-szolgáltatás, vendéglátás|Veszprém vármegye|225|I
Férfi|45–49 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Információ, kommunikáció|Veszprém vármegye|32|J
Férfi|45–49 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Pénzügyi, biztosítási tevékenység|Veszprém vármegye|11|K
Férfi|45–49 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Ingatlanügyletek|Veszprém vármegye|42|L
Férfi|45–49 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Szakmai, tudományos, műszaki tevékenység|Veszprém vármegye|57|M
Férfi|45–49 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Adminisztratív és szolgáltatást támogató tevékenység|Veszprém vármegye|263|N
Férfi|45–49 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Közigazgatás, védelem; kötelező társadalombiztosítás|Veszprém vármegye|249|O
Férfi|45–49 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Oktatás|Veszprém vármegye|41|P
Férfi|45–49 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Humán-egészségügyi, szociális ellátás|Veszprém vármegye|105|Q
Férfi|45–49 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Művészet, szórakoztatás, szabad idő|Veszprém vármegye|40|R
Férfi|45–49 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Egyéb szolgáltatás|Veszprém vármegye|46|S
Férfi|45–49 éves|Középfokú iskola érettségi nélkül, szakmai oklevéllel|Háztartás munkaadói tevékenysége; termék előállítása, szolgáltatás végzése saját fogyasztásra|Veszprém vármegye|3|T
Férfi|45–49 éves|Érettségi|Mezőgazdaság, erdőgazdálkodás, halászat|Veszprém vármegye|117|A
Férfi|45–49 éves|Érettségi|Bányászat, kőfejtés|Veszprém vármegye|9|B
Férfi|45–49 éves|Érettségi|Feldolgozóipar|Veszprém vármegye|985|C
Férfi|45–49 éves|Érettségi|Villamosenergia-, gáz-, gőzellátás, légkondicionálás|Veszprém vármegye|46|D
Férfi|45–49 éves|Érettségi|Vízellátás; szennyvíz gyűjtése, kezelése, hulladékgazdálkodás, szennyeződésmentesítés|Veszprém vármegye|41|E
Férfi|45–49 éves|Érettségi|Építőipar|Veszprém vármegye|316|F
Férfi|45–49 éves|Érettségi|Kereskedelem, gépjárműjavítás|Veszprém vármegye|536|G
Férfi|45–49 éves|Érettségi|Szállítás, raktározás|Veszprém vármegye|312|H
Férfi|45–49 éves|Érettségi|Szálláshely-szolgáltatás, vendéglátás|Veszprém vármegye|165|I
Férfi|45–49 éves|Érettségi|Információ, kommunikáció|Veszprém vármegye|98|J
Férfi|45–49 éves|Érettségi|Pénzügyi, biztosítási tevékenység|Veszprém vármegye|20|K
Férfi|45–49 éves|Érettségi|Ingatlanügyletek|Veszprém vármegye|28|L
Férfi|45–49 éves|Érettségi|Szakmai, tudományos, műszaki tevékenység|Veszprém vármegye|84|M
Férfi|45–49 éves|Érettségi|Adminisztratív és szolgáltatást támogató tevékenység|Veszprém vármegye|122|N
Férfi|45–49 éves|Érettségi|Közigazgatás, védelem; kötelező társadalombiztosítás|Veszprém vármegye|425|O
Férfi|45–49 éves|Érettségi|Oktatás|Veszprém vármegye|44|P
Férfi|45–49 éves|Érettségi|Humán-egészségügyi, szociális ellátás|Veszprém vármegye|95|Q
Férfi|45–49 éves|Érettségi|Művészet, szórakoztatás, szabad idő|Veszprém vármegye|52|R
Férfi|45–49 éves|Érettségi|Egyéb szolgáltatás|Veszprém vármegye|33|S
Férfi|45–49 éves|Érettségi|Háztartás munkaadói tevékenysége; termék előállítása, szolgáltatás végzése saját fogyasztásra|Veszprém vármegye|2|T
Férfi|45–49 éves|Egyetem, főiskola stb. oklevéllel|Mezőgazdaság, erdőgazdálkodás, halászat|Veszprém vármegye|77|A
Férfi|45–49 éves|Egyetem, főiskola stb. oklevéllel|Feldolgozóipar|Veszprém vármegye|497|C
Férfi|45–49 éves|Egyetem, főiskola stb. oklevéllel|Villamosenergia-, gáz-, gőzellátás, légkondicionálás|Veszprém vármegye|26|D
Férfi|45–49 éves|Egyetem, főiskola stb. oklevéllel|Vízellátás; szennyvíz gyűjtése, kezelése, hulladékgazdálkodás, szennyeződésmentesítés|Veszprém vármegye|17|E
Férfi|45–49 éves|Egyetem, főiskola stb. oklevéllel|Építőipar|Veszprém vármegye|100|F
Férfi|45–49 éves|Egyetem, főiskola stb. oklevéllel|Kereskedelem, gépjárműjavítás|Veszprém vármegye|195|G
Férfi|45–49 éves|Egyetem, főiskola stb. oklevéllel|Szállítás, raktározás|Veszprém vármegye|78|H
Férfi|45–49 éves|Egyetem, főiskola stb. oklevéllel|Szálláshely-szolgáltatás, vendéglátás|Veszprém vármegye|54|I
Férfi|45–49 éves|Egyetem, főiskola stb. oklevéllel|Információ, kommunikáció|Veszprém vármegye|116|J
Férfi|45–49 éves|Egyetem, főiskola stb. oklevéllel|Pénzügyi, biztosítási tevékenység|Veszprém vármegye|53|K
Férfi|45–49 éves|Egyetem, főiskola stb. oklevéllel|Ingatlanügyletek|Veszprém vármegye|23|L
Férfi|45–49 éves|Egyetem, főiskola stb. oklevéllel|Szakmai, tudományos, műszaki tevékenység|Veszprém vármegye|258|M
Férfi|45–49 éves|Egyetem, főiskola stb. oklevéllel|Adminisztratív és szolgáltatást támogató tevékenység|Veszprém vármegye|66|N
Férfi|45–49 éves|Egyetem, főiskola stb. oklevéllel|Közigazgatás, védelem; kötelező társadalombiztosítás|Veszprém vármegye|423|O
Férfi|45–49 éves|Egyetem, főiskola stb. oklevéllel|Oktatás|Veszprém vármegye|216|P
Férfi|45–49 éves|Egyetem, főiskola stb. oklevéllel|Humán-egészségügyi, szociális ellátás|Veszprém vármegye|86|Q
Férfi|45–49 éves|Egyetem, főiskola stb. oklevéllel|Művészet, szórakoztatás, szabad idő|Veszprém vármegye|59|R
Férfi|45–49 éves|Egyetem, főiskola stb. oklevéllel|Egyéb szolgáltatás|Veszprém vármegye|48|S
Férfi|45–49 éves|Egyetem, főiskola stb. oklevéllel|Háztartás munkaadói tevékenysége; termék előállítása, szolgáltatás végzése saját fogyasztásra|Veszprém vármegye|1|T
Férfi|50–54 éves|Általános iskola 8. évfolyamnál alacsonyabb|Mezőgazdaság, erdőgazdálkodás, halászat|Veszprém vármegye|4|A
Férfi|50–54 éves|Általános iskola 8. évfolyamnál alacsonyabb|Bányászat, kőfejtés|Veszprém vármegye|1|B
Férfi|50–54 éves|Általános iskola 8. évfolyamnál alacsonyabb|Feldolgozóipar|Veszprém vármegye|19|C
Férfi|50–54 éves|Általános iskola 8. évfolyamnál alacsonyabb|Építőipar|Veszprém vármegye|7|F
Férfi|50–54 éves|Általános iskola 8. évfolyamnál alacsonyabb|Kereskedelem, gépjárműjavítás|Veszprém vármegye|7|G
